 ,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,Median,AR,Round,Solidity
1,460,62.487,13,116,298.007,81.100,76.918,26.480,22.118,137.549,0.977,64,1.197,0.835,1.000
2,489,91.822,27,192,270.171,134.518,78.914,27.215,22.877,133.023,0.987,95,1.190,0.841,1.003
3,294,128.105,53,208,192.000,209.000,61.311,21.140,17.708,60.920,0.983,134,1.194,0.838,1.014
4,203,160.611,99,208,195.328,220.865,53.629,21.499,12.022,48.601,0.887,160,1.788,0.559,1.000
5,163,149.356,93,194,272.138,203.390,46.058,16.431,12.631,11.408,0.966,151,1.301,0.769,1.000
6,114,192.886,137,215,293.202,179.009,38.472,14.203,10.220,172.335,0.968,197,1.390,0.720,1.000
7,87,111.069,81,141,323.776,145.270,33.776,12.068,9.179,24.239,0.958,111,1.315,0.761,0.989
8,228,136.404,67,231,210.355,255.368,54.897,20.028,14.494,68.398,0.951,132,1.382,0.724,0.991
9,268,179.649,99,230,234.694,222.127,59.377,21.993,15.515,51.005,0.955,182,1.417,0.705,0.993
10,374,79.000,39,142,148.888,285.449,70.322,26.301,18.106,86.393,0.950,74,1.453,0.688,0.986
11,508,61.528,27,86,93.500,331.000,81.832,30.866,20.955,68.297,0.953,65,1.473,0.679,1.002
12,148,145.818,93,187,70.000,333.000,42.343,13.727,13.727,0.000,1.000,148,1.000,1.000,1.014
13,511,178.828,88,210,150.169,359.302,80.255,26.286,24.752,166.041,0.997,189,1.062,0.942,0.992
14,112,128.339,72,161,128.848,378.429,37.881,13.469,10.588,73.914,0.981,131,1.272,0.786,0.996
15,133,148.105,93,197,165.906,482.192,40.833,14.037,12.064,101.147,1.000,153,1.163,0.859,1.004
16,308,175.325,81,209,254.094,445.607,64.649,24.908,15.744,145.985,0.926,185,1.582,0.632,1.003
17,131,127.679,73,189,220.431,387.721,42.903,16.745,9.961,158.580,0.894,124,1.681,0.595,1.004
18,280,117.386,59,174,271.268,426.039,59.055,19.962,17.859,66.917,1.000,116,1.118,0.895,1.016
19,171,123.982,92,155,193.219,574.173,46.524,16.264,13.387,33.558,0.993,125,1.215,0.823,1.012
20,315,223.406,166,240,259.059,502.344,65.056,24.292,16.510,132.302,0.935,228,1.471,0.680,0.995
21,327,86.336,23,146,292.772,485.005,66.323,25.124,16.572,178.431,0.934,90,1.516,0.660,1.000
